created_at,full_text,sentiment
2020-12-05T03:51:11+00:00,"@leksa @tempodotco Setuju, bisa jadi. Cuma gak ada yg blg bahwa reshuffle 4 menteri itu karena covid, dan tempo bikin judul seperti itu.",2
2020-12-05T10:51:50+00:00,@Kemenag_RI Di khawatirkan hanya di pertanggung jawabkan fiktif dana yg ada aja TDK terserap karena libur covid Intel kejaksaan dan kepolisian hrs dilibatkan untuk pengawasan kasihan rakyat niat presiden dan menteri ,2
2020-12-05T12:17:44+00:00,@AlawiyahYussof @IsamailSabri60 Menteri bodoh dgnn peraturan haru biru mmg tak selesai masalah Covid-19.,0
2020-12-05T13:46:05+00:00,"Di sana berhentikan menteri karna gagal tangani covid. Di sini yg diberhentikan kepala daerah krna gagal atasi kerumunan. Lalu kita bertanya, perang ini melawan covid atau kerumunan? Bila gagal atasi kerumunan, kepala daerah dicopot, lantas bagaimana dgnn gagal atasi covid?ðŸ¤”ðŸ˜",0
2020-12-05T14:04:03+00:00,"Ayo dokter2 yang ganas sama opini JRX, marah2 pas menteri berfoto tanpa masker, bersedih atas meninggalnya para kolega, tiap hari ribut soal kasus covid, nyuruh kita dirumah aja.... 
 
 kok belum ad yang komentarin ini?",0
2020-12-05T14:20:08+00:00,"Menteri dalam negeri Tito Karnavian menyadari bahwa pilkada serentak tahun ini, akan di bayang-bayangi sepinya calon pemilih karena adanya pandemi Covid-19 di Indonesia.mantan Kapolri tersebut, menyarankan agar para pemilih yang sehat jasamaninya saja yang boleh menyoblos",2
2020-12-05T16:41:54+00:00,"@tempodotco Pecat memecat Menteri terkait Pandemik Covid tak berlaku bagi pa Jokowi. Seperti ditegaskan beliau :
 
 ""Tak Ada Visi Misi Menteri""",2
2020-12-05T18:33:35+00:00,"KPK menetapkan Menteri Sosial Juliari Peter Batubara bersama 4 orang lainnya sebagai tersangka dugaan kasus suap terkait bansos COVID-19. Namun sampai saat ini, status Juliari masih buron dan dalam pencarian.",2
2020-12-05T18:35:03+00:00,"Enam ratus Trilyun ekstra dana Covid tahun ini, sudah dua Menteri ditangkap. Tahun depan seribu lima ratus. 
 
 Herannya Bu Menteri Keuangan masih bisa merasa diri baik baik saja.",0
2020-12-05T18:54:36+00:00,"@detikcom Sialan menteri ini, memanfaatkan situasi covid untuk keuntungan pribadi.",0
2020-12-05T18:56:16+00:00,@CNNIndonesia @tmthyl Kurang hina apalgi seorang menteri sosial korupsi dana bantuan sosial untuk covid-19 ckckck,0
2020-12-05T19:13:49+00:00,"MU comeback itu cuma pengalihan isu dari penetapan status tersangka korupsi BanSos COVID-19 kepada Menteri Sosial RI!
 
 #WHUMUN",0
2020-12-05T19:17:40+00:00,KPK Tetapkan Menteri Sosial Juliari Tersangka Bansos Covid-19!,2
2020-12-05T19:17:51+00:00,"KPK Tetapkan Menteri Sosial Juliari Batubara Sebagai Tersangka Kasus Bansos Covid-19.
 .
 .
 .
 ðŸ˜±ðŸ˜±://news.detik.com/berita/d-5283357/kpk-tetapkan-mensos-juliari-batubara-tersangka-kasus-bansos-covid-19",2
2020-12-05T19:27:26+00:00,bangsat bansos covid-19 dikorupsi. tersangkanya menteri sosial. bangsat bangsat.,0
2020-12-05T19:31:28+00:00,"Menteri ? Buron ? Wkkwwkw..
 Masih inget banget waktu bapak menteri ini diwawancara mbak Nana soal bansos Covid di awal pandemi dulu, duduk di kursi bagus menjawab kenapa dana bansos gak turun dengan baik, jawabnya mbulet dan terbata..eh lah dikorup (ya iyalah)",0
2020-12-05T19:33:01+00:00,BREAKING NEWS! Komisi Pemberantasan Korupsi menetapkan Menteri Sosial Juliari Peter Batubara (JPB) sebagai tersangka kasus program bantuan sosial penanganan Covid-19.,2
2020-12-05T19:34:11+00:00,BREAKING NEWS!Komisi Pemberantasan Korupsi menetapkan Menteri Sosial Juliari Peter Batubara (JPB) sebagai tersangka kasus program bantuan sosial penanganan Covid-19.,2
2020-12-05T19:52:56+00:00,"Waduh.. Bansos covid-19 loh ini.
 Lagi neh kader partai @PDI_Perjuangan
 Padahal di depan publik ceritanya hebat banget neh kinerja Pembagian bansosnya oleh @KemensosRI 
 
 ðŸ™ Pak @jokowi bagaimana neh pak udah 2 Menteri loh pak.",0
2020-12-05T20:09:02+00:00,"Setelah menteri KKP sekarang menteri Sosial Juliari Batubara yang dijadikan tersangka oleh KPK, apalagi kasusnya menyangkut dana covid, saya sebagai rakyat jelata sangat malu mendengar berita ini, memang kata ini terlalu lebay untuk dijadikan tweet.
 #prayforindonesia",0
2020-12-05T20:11:51+00:00,BREAKING NEWS! KPK meminta Menteri Sosial Juliari Peter Batubara untuk menyerahkan diri setelah ditetapkan sebagai tersangka dugaan tindak pidana korupsi penerimaan hadiah di Kementerian Sosial terkait bantuan sosial (bansos) COVID-19 di Jabodetabek. #OTTKPK #KPK,2
2020-12-05T20:21:19+00:00,Menteri kena OTT suap bansos Covid ? caur.,0
2020-12-05T20:23:19+00:00,"Di tengah pandemi kemarin, kolega sempat menawarkan proyek yang nominalnya superb rupiah. Singkatnya terkait bansos #COVID . Malam itu juga mulai curiga dengan dana bansos covid. Eee malam ini Menteri nya kena #OTTKPK Allah masih sayang hambanya :D",0
2020-12-05T20:55:11+00:00,@KemensosRI Menteri Sosialnya saja korupsi.....terus bantuannya itu sebetulnya untuk rakyat yang membutuhkan dana pademi covid atau menteri sosial yang kere banget.....sehingga dana tersebut kamu korupsi. Menteri ngk punya malu....!!!!!!,0
2020-12-05T20:59:01+00:00,@jpnncom Terobosan dan inovasi untuk cari celah dana bansos covid untuk di korupsi menteri sosialnya sendiri.....cerdas bgt yow,0
2020-12-05T21:12:05+00:00,Bangun tidur buka twitter baca berita menteri sosial terlibat kasus korupsi bansos covid... Ya ampun..,0
2020-12-05T21:17:51+00:00,"Bangsat. Aku udah curiga sejak lama sebetulnya. Itu menteri pake jasa buzzer buat propaganda program kemensos selama covid. Coba cek itu aliran dananya masuk ke siapa aja. 
 
 Buzzer yg sama dengan pendukung pro pemerintah sejak jaman pilpres.",0
2020-12-05T21:30:52+00:00,"Menteri mu korup uang covid pak yg harusnya untuk rakyat malah ditilap, ini adminnya tlg bilangin k pak jkw di Mensos dihukum mati saja",0
2020-12-05T21:33:41+00:00,"Menteri Sosial tersangka kasus bantuan sosial penanganan Covid-19.
 
 Astaga... 
 
 Enggak kok, Pak. Kita gak lagi krisis kok. Gapapaaa~",0
2020-12-05T21:44:35+00:00,"Masih subuh udah baca berita korupsi dana covid. MENTERI BJNGN! 
 Laknat.",0
2020-12-05T21:57:59+00:00,"Disaat Rakyat susah karena wabah Covid, eeeehhh ada menteri sialan yg tega melakukan Korupsi. Mereka ini pantas dihukum Mati !",0
2020-12-05T22:02:39+00:00,"@budimandjatmiko Gila Nih Menteri, Bantuan Covid Aja Masih Tega Dia Sikat",0
2020-12-05T22:12:22+00:00,2 menteri udah ditangkap KPK. yang lagi hangat mensos. asli ga punya hati dana bansos buat covid pun ditilep. semoga beneran dihukum seumur idup anjinggg,0
2020-12-05T22:18:04+00:00,Menteri sosial korupsi dana bansos covid-19. Juara sih ini dzalimnya. Udah gak takut berak belatung kali ya?,0
2020-12-05T22:18:18+00:00,@CNNIndonesia Orang kaya jadi menteri bukan jaminan tidak korupsi ternyata. Coba check dana bansos selama Covid. Pasti bakal banyak klo di bongkar. Klo berani.,0
2020-12-05T22:20:34+00:00,"Mampus ga lu, para menteri lagi covid gini pada korupsi, bangsat !!!",0
2020-12-05T22:28:34+00:00,Karena covid 19 menteri butuh juga duit karena ga ada kerjaan akhirnya uang apa aja dia embat #menterimaling,0
2020-12-05T22:36:00+00:00,"@detikcom Menteri ini mungkin lupa klu dana yang dikorup utk masyarakat terkena covid, jadi dia gk peduli lg kondisi masyarakat. Sangat pantas dihukum berat dan jika perlu hukuman mati...",0
2020-12-05T22:38:26+00:00,Komisi Pemberantasan Korupsi menetapkan Menteri Sosial Juliari Peter Batubara (JPB) sebagai tersangka kasus program bantuan sosial penanganan Covid-19.,2
2020-12-05T22:47:40+00:00,Selamat kepada Menteri SosialÂ Juliari BatubaraÂ atas status barunya sebagai tersangka kasus program bantuan sosial alias bansos Covid-19.,1
2020-12-05T22:49:06+00:00,"Anjir dana bansos covid di korupsiin dong sama mensos, kok bisa ya kepilih jadi menteri untuk manusia yang gapunya empati?",0
2020-12-05T22:51:20+00:00,"Bbrp menteri dan kepala daerah udah kena Covid...
 
 Bbrp menteri dan kepala daerah udah kena ciduk KPK...
 
 Dari sini, coba belajar bagaimana tata kelola pemerintahan ini dijalankan...
 
 Ada hal-hal dasar yg perlu diselesaikan, sekalipun itu 'tabu' buat bangsa ini.",2
2020-12-05T22:51:50+00:00,"Setelah menteri KKP skrng Menteri Sosial. . ðŸ‘ðŸ‘ðŸ‘ðŸ‘
 Dri awal covid dan pas MenKeu ngumumin dana Bansos Covid ..
 Dalam pikiran ku ""waduh lahan basah nih"" ditambah di lapangan Bansos nya g merata pembagian.. Sya harap si di stlah Mensos di tngkap.. Pejbat2 daerah2 jg di periksa",2
2020-12-05T22:54:49+00:00,"Wow menteri lagi dan ini bantuan bansos yg di korupsi. Bisa bisanya, rakyat sudah susah, msih aja dizalimi. Dnger2 korupsi di masa pendemi ini terkait penanggulangan covid kena Hukuman Mati. Yaah will see ya. Hukum selalu runcing ke bawah, tumpul ke atas.",0
2020-12-05T22:55:28+00:00,Uang bansos covid dikorup juga.. menteri goblok,0
2020-12-05T22:56:07+00:00,"menteri sosial yang tidak berjiwa sosial. dihukum ngurusin pasien covid seumur hidup aja gausah dipenjara, kan udah makan uang bansos covid",0
2020-12-05T22:56:37+00:00,"@detikcom Dana Bansos Covid 19 adalah darurat,layak Bapak Menteri ini di tuntut Hukuman Mati.....",0
2020-12-05T23:02:35+00:00,"Menteri SosialÂ Juliari BatubaraÂ tiba di Gedung Komisi PemberantasanÂ KorupsiÂ (KPK), dini hari ini. PolitikusÂ PDIPÂ itu mendatangi kantor lembaga antirasuah setelah penetapannya sebagai tersangka",2
2020-12-05T23:03:07+00:00,Pengen ngomong bangsat ke menteri yg korupsi dana covid,0
2020-12-05T23:05:21+00:00,Menteri sosial tersangka koruptor bantuan dana covid 19. Hiyaaa hiyaaaðŸ˜”,0
2020-12-05T23:08:03+00:00,"Dikalangan atas, kemarin Menteri KKP dr Gerindra kena OTT korupsi benih lobster, sekarang Mensos dr PDIP kena OTT korupsi Bansos Covid. 
 
 Dikalangan bawah, ada truk bawa sembako terguling, bukan ditolongin malah dijarah. 
 
 Degradasi moral &amp; mental dari hulu ke hilir, kompak ðŸ‘",0
2020-12-05T23:10:03+00:00,"Setelah menteri Edi Prabowo, kini Mensos Juliari Batubara kejaring OTT KPK. Dana bansos covid kok diembat.. tega""nya ni menteri. 
 
 Boleh jadi kabinet memang hobinya ngembatin anggaran. Ini yg ketahuan cuma satu dua.. yg gk ketahuan hmmm merinding... trilyunan ! Kebocoran 30% wow",0
2020-12-05T23:13:27+00:00,Bansos covid 19 di korupsi oleh salah satunya menteri sosial. Wow.....,0
2020-12-05T23:13:27+00:00,@Ch_Chotlmah Lagi nunggu jatah rejeki covid nya menteri yg barusan ketangkep korupsi ya... wkwkwk,0
2020-12-05T23:13:46+00:00,"Seserius itu pemerintahan memerangi korupsi ya, tingkat keperluan covid pun dikorupsi @jokowi . 2 menteri ketangkap dalam waktu sekian detik, ada yang betul ?",0
2020-12-05T23:25:36+00:00,Penetapan menteri sosial sebagai tersangka membuktikan bahwa KPK tidak lemah karena UU KPK yg baru malah semakin kuat karena mampu menangkap mensos dalam kasus bantuan sosial covid. Dan membuktikan rezim ini tidak tebang pilih dalam penegakan kasus korupsi,2
2020-12-05T23:30:19+00:00,Udah gak ada ampun lah ya harusnya buat Menteri Sosial. Dana bantuan covid malah dikorupsi.,0
2020-12-05T23:33:34+00:00,"Bangun - bangun baca berita ada menteri korupsi bantuan covid, kok ya ada manusia kek macam ini. Sekarang kita liat aja, gimana hukum berlaku, tumpul kek palkon atau tanjam kek bambu runcing",0
2020-12-05T23:35:51+00:00,"Ga paham lagi ada lho orang tega korupsi dana bansos. Udah gitu bansos COVID 19, pandemi yg jelas2 bikin banyak rakyat jobless
 Menteri gajinya bukannya udah gede ya, aplg ditambah fasilitas dr negara. 
 Itulah bunda, pentingnya kita merasa 'cukup' dalam mencari uang",0
2020-12-05T23:36:44+00:00,"HUKUMAN MATI
 cocok buat KORUPSI DANA BANSOS COVID 19.
 Menteri Sosial adalah kader dan pengurus PDIP
 BENDAHARA UMUM PDIP
 
 Belum lama, 
 staf khusus KKP dari PDIP
 Walikota Cimahi PDIP
 Bupati juga calon bupati PDIP",0
2020-12-05T23:36:48+00:00,"Mending hukumannya suruh ngurusin pasien Covid-19 aja gimane? Menteri sosial,tapi kok yaa jiwa sosialny gini amat ...",0
2020-12-05T23:40:11+00:00,Uang bantuan sosial warga terdampak Covid-19 dikorupsi. 17 miliar. Nempili 10rb dari tiap paket. Kurang ajar bener jadi menteri.,0
2020-12-05T23:41:00+00:00,Bener aja ada yg korupsi bantuan covid ini. Gak bisa banget apa orang ga ambil hak orang lain lagi susah gini? Emang gaji jadi menteri kurang?,0
2020-12-05T23:41:47+00:00,Bantuan sosial covid-19 dikorupsi dong sama menteri sosial. Siapa lagi nih selanjutnya..,0
2020-12-05T23:42:31+00:00,"Sedih sekali membaca berita pagi ini bhw Mensos ditangkap KPK dengan status sbg tersangka korupsi bantuan sosial.. dimana hati nurani itu, dimana empati thd rakyat kecil yg terdampak wabah covid-19?
 
 Menjadi menteri itu bukan cuma hrs piawai berbisnis, bukan hanya out of the box.",0
2020-12-05T23:45:13+00:00,Bansos covid dikorupsi buat beli rumah &amp; apartment... sama Menteri Sosial ðŸ¤¦ðŸ»â€â™€ï¸,0
2020-12-05T23:50:58+00:00,"Bravo KPK, satu lagi menteri jadi tersangka. Mensos tersangka diduga korupsi dana Bansos dlm rangka Covid 19.",0
2020-12-05T23:57:55+00:00,Polling. Apa hukuman untuk Menteri Sosial yang korupsi dana bantuan bansos pada masa pandemi covid-19?,2
2020-12-06T00:03:31+00:00,"gw udah yakin si bantuan covid itu lemah teles buat korupsi... godaan banyak... , Pak Pres harusnya malu 2 menteri kena... gini resiko milih menteri karna titipan..",0
2020-12-06T00:27:02+00:00,"Presiden harusnya malu kalau ga ngajuin resign. Dia yg tunjuk kabinetnya. Dari kader partai sendiri lagi. Punya banyak menteri blunder soal penanganan Covid aja udah fatal, ini masih ditambah korupsi di masa pandemi. Dajjal aja ga gini-gini amat.",0
2020-12-06T00:30:45+00:00,Good job KPK. Sejauh ini 2 menteri (iya menteri) yang jadi tersangka kasus korupsi. Yang terakhir korupsi dana bantuan covid ðŸ¤¬,0
2020-12-06T00:30:59+00:00,Tragis dan ironis kasus menteri korupsi bansos covid-19 ini.,0
2020-12-06T00:32:16+00:00,"Indonesia kalo diinget buruk2nya gk bakal kelar, inget aja indah2nya. Misalnya, kedermawanan jutaan rakyat miskinnya yg menyumbangkan 10 rb dari pendapatannya ke menteri yang telah bekerja keras untuk covid ini selama ini...",0
2020-12-06T00:32:29+00:00,"Udahlah gausah bahas pemerintah, padahal ada banyak banget yang mau gua omongin soal kasus terbaru...
 
 Gara-gara Covid-19, Pejabat memang mati hati nurani dan sangat kalap. Menteri yang satu kasus benih lobster, satu lagi minta jatah bansos
 
 Yang didaerah, korupsi RS, emg GOBLOK!",0
2020-12-06T00:33:57+00:00,"Gak masoookkkkk, berarti benar nih, covid-19 jadi proyek besar bancaan para koruptor. @KPK_RI Usut tuntas !!!
 janganÂ² ada pihak lain yg tersambung aliran dana nya. PDIP ""tahu"" gak nih @budimandjatmiko kadernya jadi menteri ?",0
2020-12-06T00:35:44+00:00,Dulu sering liat balihonya pak JPB disepanjang jalan inget dulu masih dpr deh.. trnyata udh jadi menteri to..sekaliny jadi menteri baru bentar udh korup ðŸ¤¦â€â™€ï¸ bansos covid lagi yg dikorup jan jan,0
2020-12-06T00:43:38+00:00,"Sangat Memprihatinkan. Sdh 2 Menteri Terperosok dlm Lumpur Karma Allah.SWT. Dlm sikon Rakyat berduka, akibat Covid 19, Terpaan Mafia2 yg Nafsu berkuasa, Pelecehan Sosial dgnn Demo2 ber-jilid2, pesta2 Petamburan, dll. Tega2 Nya Kerakusan",0
2020-12-06T00:48:44+00:00,"Td sekelebatan baca ada buzzer pemerintah nge-tweet bhw kasus penangkapan menteri dlm kasus korupsi bansos covid-19 ini bagus katanya (KPK tdk lemah, maksudnya).
 Sy geli aja. Kasus segede ini koq dibilang bagus buat pemerintah.",0
2020-12-06T00:49:06+00:00,pagi pagi dapet berita menteri korupsi bansos covid ðŸ™‚ðŸ™‚ðŸ™‚ðŸ™‚ asu,0
2020-12-06T00:49:42+00:00,"2 menteri sudah kena KPK. Yang 1 malah menteri yang esensial untuk penanganan covid.
 
 Ini hanya ujung gunung es aja. Ayo @KPK_RI buka terus!
 
 Dan ayo pak @jokowi, momen reshuffle ini, mau takut sama siapa lagi pak?",0
2020-12-06T00:54:02+00:00,Menteri Sosial Juliari Batubara jadi tersangka korupsi bansos covid-19 ðŸ˜£,0
2020-12-06T00:56:31+00:00,"Ini bapak menteri pikirannya kemana ya, bisa2 nya dana bansos covid pun dirampok",0
2020-12-06T00:57:11+00:00,"Astaghfirullah. Gue ga habis thinking, bisa bisanya menteri sosial tapi korupsi bansos covid-19 ðŸ˜¡",0
2020-12-06T01:02:04+00:00,"Kemarin Menteri KKP,hari ini Mensos,besok siapa?!
 Anyway,sy mendukung hukuman berat &amp; tidak ada remisi,serta sekalian hukuman mati bagi para koruptor semua dana,bukan hanya dana bansos Covid,biar kapok &amp; tidak ada lagi ""yg tertangkap"" yg masih bisa-
 #KorupsiMerajalelaHancurNegara",0
2020-12-06T01:03:13+00:00,@kumparan kacau nih udah 2 menteri korupsi di era covid-19.. udah melebihi setan kejahatannya,0
2020-12-06T01:03:44+00:00,"marah sih sama menteri yang korupsi bansos covid, tapi nggak kaget",0
2020-12-06T01:06:27+00:00,"Wah bagus, periode ke 2 sudah dua menteri kena kasus korupsi. Yg kedua malah lebih laknat, korupsi dana bansos Covid-19.",0
2020-12-06T01:08:14+00:00,"Baru tahu ada menteri namanya Juliari. Rupanya selama ini blio bekerja dalam diam. Tiba-tiba nyetak prestasi, prestasinya gak main-main dana bantuan sosial Covid-19.",1
2020-12-06T01:09:34+00:00,"HAHAHAHAHA, gimana mau percaya ke pemerintah? Sekelas Menteri ""Sosial"" ae seorang koruptor ternyata, dana buat bantuan Covid dikorupsi, edan!",0
2020-12-06T01:13:52+00:00,"Pilihan menteri atau pejabat saat pandemi Covid cuma 2, kalau enggak kena covidnya langsung ya korupsi ðŸ˜‚",0
2020-12-06T01:14:29+00:00,"Ini lebih parah lagi, bisa2 menteri sosial ya ampun, duit buat penanganan Covid di korupsi jg ðŸ˜©",0
2020-12-06T01:15:39+00:00,"Menteri koruptor jangan dihukum mati gaes, ga seru. Suntik virus covid aja, lempar ke pulau kosong. Di tengah pulau sediain vaksin sebiji. Battle royale dah. Tayangin di TVRI. Mantap.",0
2020-12-06T01:18:16+00:00,"@kumparan MALING! Rakyat rebutan dana bansos COVID-19 desak-desakn si MALING ini diruangan ber-AC malah NYOLONG hak rakyat., @jokowi harus pilih menteri dari luar partai.",0
2020-12-06T01:20:40+00:00,"OTT benur Lobster di KKP, Dana Bansos Covid - 19 di korupsi sama Mensos, kenaikan gaji Anggota DPRD DKI. 
 
 Mau sampe kapan Indonesia hidup dengan penguasa yang memiliki Ambisi dan Narasi Jahat ? 
 
 *Itu menteri ga mungkin sih ga setoran ke Presiden, @KPK_RI berani ga ?",0
2020-12-06T01:21:48+00:00,"Menteri bejat, lagi sulit malah ambil keuntungan dari bantuan sosial. Covid 19 gak mau silahturahmi apa ke beliau.",0
2020-12-06T01:23:39+00:00,"Astagfirullah, menteri lagi. Parah bgt korupsi bansos covid",0
2020-12-06T01:28:34+00:00,"@republikaonline Menteri sosial nggk mencerminkan bahwa dirinya bener2 makhluk sosial. Jika benar2 ia korup dana covid sungguh astagfirullah, semoga mendapat hukuman setimpal",0
2020-12-06T01:31:50+00:00,@Meerantika @MSApunya @H4ckn3tId Lambungkan dong menteri sosial korupsi bansos covid 19 di borgol @KPK_RI,0
2020-12-06T01:34:26+00:00,"Menteri Sosial ditangkap KPK sebagai tersangka kasus korupsi Bansos Covid-19. Waduh negara Indonesia jumlah koruptor bertambah banyak. Bapak Presiden kalau milih menteri harus hati-hati. Pemilihan menteri adalah hak prerogatif Presiden, hal ini apa perlu dikaji lagi ya?",0
2020-12-06T01:37:03+00:00,"Waduh, ðŸ˜…
 Pak Jokowi gimana ini pak.. 2 kementerian..
 Kali ini Pak Menteri and the gang sekementerian + Bansos covid-19 lagi",0
2020-12-06T01:38:02+00:00,"@CNNIndonesia 2 Menteri tersandung kasus korupsi. Ternyata bukan cuma masyarakat kecil yg ekonominya melemah karna Covid 19 tapi juga para menteri, buktinya udh 2 orang cari uang tambahan.",0
2020-12-06T01:43:57+00:00,"@detikcom layak dihukum mati,disaat rakyat hidup susah efek covid,ini menteri malah jadi maling duit rakyat...",0
2020-12-06T01:47:28+00:00,Ya Tuhannn Bapake buat shock pagi-pagi baca berita aja. Harusnya menteri begini nih yang kena covid,0
2020-12-06T01:47:47+00:00,@KompasTV Anjeng! Lagi covid banyak yg ilang pekerjaan.menteri nya pada korup. Bgst,0
2020-12-06T01:48:30+00:00,"Menteri yang korupsi bansos covid-19 itu bener-bener biadab ya. Banyak rakyat diphk dan kehilangan pekerjaan karna pandemi, eh dia malah curi uang rakyat ðŸ˜­",0
2020-12-06T01:48:52+00:00,@crezative @Hujandisenja @gojekindonesia masih banyak orang baik. yang gak baik itu cuma menteri yg korupsi bansos covid.,0
2020-12-06T01:54:04+00:00,"Kmren menteri kelautan dan perikanan yg tertangkap. Skrg mensos. Abiiss ini menteri mana lagi nih.
 Tp parah sih mensos ini ya. Korupsi dana bansos covid. Dmna gitu hati nurani ny. Ckckck ðŸ¤§",0
2020-12-06T01:55:35+00:00,@CNNIndonesia bansos covid-19.. benar2 dzolim ente bapak menteri,0
2020-12-06T01:57:34+00:00,Menteri sosial RI yang juga koleganya presiden Jokowi di PDIP JPB resmi di tetapkan sebagai tersangka kasus suap bansos Covid-19 di kementerian sosial RI.JBP dan dua staffnya terbukti telah menerima uang suap sebesar Rp. 7 milyar dalam bentuk uang tunai dan beberapa barang,0
2020-12-06T02:01:02+00:00,"Paska di tetapkan sebagai tersangka kasus suap bansos Covid-19 di kementerian sosial RI, akhirnya menteri sosial JPB menyerahkan diri ke KPK Minggu dini hari tadi di dampingi oleh tim advokatnya.PDIP sendiri belum mau berbicara banyak tentang hal ini.",2
2020-12-06T02:03:22+00:00,"Seorang politikus PKS menyindir pernyataan menteri sosial JPB yang kemarin baru saja di tetapkan sebagai tersangka kasus suap bansos Covid-19 di kementerian sosial RI, yang pernah mengusulkan agar pelaku korupsi di Indonesia di hukum mati seperti di China",2
2020-12-06T02:06:56+00:00,"2 Menteri Tertangkap KPK, Menteri KKP @Edhy_Prabowo Kasus Korupsi Ekspor Benih Lobster dan Mensos @juliaribatubara Terjerat Kasus Korupsi Dana Bansos Covid-19, Keduanya Berkantor di DKI
 
 Satu Wilayah Dengan Fee Formula E Rp 560 M, Apa @KPK_RI Tidak Bisa Melihat @aniesbaswedan",0
2020-12-06T02:10:46+00:00,ðŸ˜¡ðŸ¤¬ini tuh covid. semua aspek negara tuh berdampak dengan bansos ini ditambah ekonomi lagi sulitâ€nya. jokowi udah marah sm kinerja para menteri. judulnya aja bantuan tapi BISA BISANYA LU MALING UANG RAKYATðŸ˜¡,0
2020-12-06T02:14:05+00:00,"Oohh pak menteri. Gajimu masih kurang? Sampai2 dana bansos covid-19 kau tilep.
 Keadaan sedang susah. Kau buat makin susah!
 Dimana lah otak kau?",0
2020-12-06T02:15:33+00:00,"di luar, menteri pada ngundurin diri karna ngerasa gagal ngurus covid, di sini malah pada korupsi, xixixi..",0
2020-12-06T02:15:35+00:00,"Menteri sosial Julian Peter batubara atau JPB yang merupakan kader PDIP, resmi di tetapkan sebagai tersangka penerima suap proyek paket bansos Covid-19 di kementerian sosial RI.menurut ketua KPK JPB dan dua orang staffnya di Kemensos, terbukti telah menerima uang suap 17 milyar",0
2020-12-06T02:19:43+00:00,Ga kaget sih. Pasti ada bakal korupsinya mengenai covid ini. Lahan basah banget soalnya.. Menteri siapa lagi selanjutnya?,0
2020-12-06T02:21:57+00:00,"@henrysubiakto Saya dari awal sudah berfikir ada sesuatu di kemesos krn sejak awal bantuan covid saya lihat selalu diikuti cuitan buzer di twiter. Coba perhatikan, kegiatan istri menteri pun dilaporkan mereka",0
2020-12-06T02:23:54+00:00,"Kabar terbaru, paska di tetapkan sebagai tersangka kasus suap proyek paket bansos Covid-19 di kementerian sosial RI oleh KPK. Menteri sosial Julian batubara menyatakan pengunduran dirinya dari jabatannya sebagai menteri sosial.ini bentuk tanggung jawab moral saya.tegasnya",2
2020-12-06T02:24:12+00:00,"Ini penetapan tersangka Menteri Sosial oleh KPK terkait bansos covid-19, efeknya bahaya lho, kalo mngingat tabiat manusia yg ga mau kalah dan salah;
 
 Khawatir nanti RT/RW yg urus bansos berpikiran: ""itu menteri yg gajinya gede masih korupsi,, masa' gua ngga""
 
 Cuiihhh!",0
2020-12-06T02:28:49+00:00,"KPK menyatakan total ada 6 orang tersangka dalam kasus ini.termasuk di dalamnya JPB yang merupakan menteri sosial petahana,dua orang staffnya dan tiga orang dari pihak swasta yang merupakan rekanan kementerian sosial dalam proyek pengadaan paket bansos Covid-19",2
2020-12-06T02:29:52+00:00,Dulu bapa bilang bakal hukum mati siapapun yang korupsi dana covid 19.Apakah ini akan di buktikan dengan tersangka nya Menteri Sosial ? @jokowi,0
2020-12-06T02:33:14+00:00,"Menteri"" sekarang kalo nggak kena COVID, kenanya COrupsi..",0
2020-12-06T02:34:27+00:00,Menteri kabinet ini kalau enggak kena covid ya ketangkep #KPK ya bund ðŸ˜‚,0
2020-12-06T02:35:39+00:00,"Setelah bertahun-tahun yg lalu Pengadaan Al-Qur'an dikorupsi sama Menterinya langsung, eh sekarang Dana Bansos CoVid-19 di korupsi juga sama Menteri.
 
 ""Bangga"" gini jadi orang Indonesia ðŸ˜”ðŸ˜”",0
2020-12-06T02:38:35+00:00,"Empat eks menteri Jokowi yg terseret tindakan korupsi ..eks menteri olahraga.eks mensos.elk menteri kkp
 Dan Mensos lagi..
 
 Dua yg paling nekad Krn dilakukan saat pandemi covid-19",0
2020-12-06T02:41:09+00:00,"bantuan sosial covid di korup
 saya menunggu sang menteri klarifikasi di youtube",0
2020-12-06T02:44:11+00:00,"Saya relawan #LawanCovid19 berjuang agar Indonesia Bebas dari #Covid19 eh ada Menteri Korupsi dana Covid, Moga Allah jaga Indonesia dari Pemimpin Dzalim #celotehpagi",0
2020-12-06T02:48:26+00:00,"Menteri ini mungkin trmsk gak tau diri. Diangkat dari comberan, selokan atau gorong2 juga gak? Masak duit korban Covid-19 msh ditelan? Sdh resesi, pandemi eh... msh dikorupsi. Saudara2ku di Medan, hati2 terima bansos. Cari aman aja, jgn makan barang haram. Bisa kena laknat",0
2020-12-06T02:49:35+00:00,âœðŸ» Menteri sosial politikus PDIP korupsi dana bansos covid untuk rakyat ditengah masa pandemi. Miris.,0
2020-12-06T02:52:18+00:00,Menambah catatan buruk menteri selama covid ðŸ™„,0
2020-12-06T02:54:03+00:00,"Menteri korupsi, penanganan covid minus sekali, dokter dokter berguguran dan pemerintah tetep santai santai aja, mau jadi apa Indonesia, ha ha ha",0
